invoice_id,product_id,date
1494162,679,2022-06-06
1494162,875,2022-06-14
1494296,971,2022-09-24
149442,303,2022-11-11
149452,458,2022-06-16
1494574,148,2022-04-27
1494618,14,2022-12-14
1494709,842,2022-01-07
1494864,678,2022-02-12
149507,597,2022-10-31
1495173,6,2023-01-01
1495248,703,2022-02-25
1495308,964,2022-03-22
1495312,748,2022-08-23
1495317,347,2022-01-24
1495373,423,2023-09-27
1495729,346,2022-06-05
1495993,182,2023-03-14
1496379,391,2022-02-22
1496416,424,2022-03-03
1496544,879,2022-05-25
149674,408,2022-05-29
1496834,347,2023-09-20
1496912,941,2023-11-21
149707,170,2022-04-19
1497384,833,2023-04-03
1497471,694,2022-06-22
149748,515,2022-06-09
149748,844,2022-06-20
1497642,11,2022-07-29
1497673,323,2022-10-22
1497931,83,2022-10-06
1497931,566,2022-10-16
1498224,382,2022-08-16
1498247,888,2022-03-14
1498329,868,2022-07-20
1498412,535,2022-05-01
1498412,593,2022-04-28
1498412,619,2022-04-29
1498448,959,2022-10-23
1498799,406,2022-08-13
1498813,280,2023-03-15
1498972,11,2022-09-20
1499047,529,2022-01-30
1499077,513,2023-12-01
1499093,381,2022-06-21
1499463,11,2022-03-05
1499793,852,2022-07-22
1499793,895,2022-08-02
1499868,252,2022-04-14
1499972,873,2022-04-13
1500127,506,2023-10-27
1500192,946,2023-07-19
1500323,602,2022-03-05
1500359,780,2022-12-18
1500689,625,2022-11-23
1500744,95,2023-04-22
1500802,520,2023-03-15
1500831,671,2022-07-29
1500924,178,2023-03-12
1501034,172,2022-04-21
1501243,571,2022-03-25
1501383,643,2023-12-01
1501409,970,2023-12-01
1501429,417,2023-12-06
1501633,245,2022-06-22
1501727,586,2022-03-21
150188,960,2022-04-04
1501974,407,2022-07-18
1501989,247,2022-01-28
1501989,320,2022-01-22
1502124,371,2022-08-06
150237,840,2023-06-15
1502686,265,2022-05-02
150278,437,2023-05-08
1502933,924,2022-01-17
1502946,870,2022-10-29
1503144,700,2022-02-23
1503293,344,2022-05-13
1503433,462,2022-07-24
1503761,233,2023-12-04
1504,387,2022-04-03
1504203,50,2022-03-01
1504241,407,2022-11-05
1504302,579,2022-04-28
1504319,841,2022-02-03
1504386,601,2023-12-18
1504418,651,2022-10-16
1504564,949,2022-04-14
1504652,696,2022-04-11
1504704,891,2022-04-02
1504859,223,2022-11-13
1504894,108,2022-07-25
1505132,897,2022-02-22
1505507,530,2022-02-05
1505509,504,2022-08-01
1505513,324,2022-02-26
1505513,845,2022-03-04
150571,809,2022-02-28
1505738,832,2022-03-26
150587,311,2022-01-10
150588,892,2022-12-06
1505921,421,2023-01-23
150626,247,2022-10-07
1506274,697,2022-05-12
1506484,722,2022-08-27
1506494,885,2022-07-18
1506564,727,2022-01-11
1506596,410,2022-09-06
1506609,577,2023-05-18
1506722,136,2022-06-05
1506746,371,2022-04-19
1506818,309,2022-12-29
150684,901,2022-11-06
1506923,117,2022-01-21
1507024,39,2022-03-05
1507024,382,2022-03-07
1507071,269,2022-04-08
1507076,797,2022-06-15
1507199,590,2022-10-10
1507391,803,2023-09-26
1507473,235,2022-01-18
1507508,609,2022-02-07
1507562,303,2022-05-25
1507612,3,2023-10-16
1507631,957,2023-05-31
1507779,589,2022-04-11
1507873,925,2022-08-15
1508542,683,2022-01-29
1508781,508,2022-01-20
1508784,218,2022-01-18
1508819,102,2022-01-02
1508948,885,2023-12-22
1509086,590,2023-01-30
1509108,419,2022-03-22
1509216,812,2022-07-10
1509376,942,2023-03-29
1509498,161,2022-01-08
1509732,846,2022-02-20
1509812,475,2023-02-04
1509924,401,2022-03-01
1509924,407,2022-03-04
1509924,775,2022-02-21
1509974,627,2022-11-03
1510062,449,2022-12-17
1510081,230,2022-05-22
1510409,666,2022-05-21
1510409,805,2022-05-24
1510634,701,2022-02-26
15108,969,2022-12-28
1510807,58,2022-03-28
1510991,467,2023-01-13
1511014,877,2023-01-10
1511016,476,2022-09-27
1511062,24,2022-01-18
1511062,448,2022-01-17
1511691,83,2022-02-05
1512339,504,2023-01-01
151236,523,2022-05-03
1512373,888,2022-02-21
1512604,529,2023-10-20
1512824,741,2022-01-20
1513149,540,2023-04-21
1513487,461,2022-08-17
1513549,741,2022-08-18
151356,406,2022-11-30
1513652,375,2023-06-25
1513776,20,2022-02-10
1513822,692,2022-02-14
1513911,869,2022-01-29
1514164,220,2023-01-10
1514213,436,2022-07-02
1514213,492,2022-07-05
1514294,583,2022-02-11
1514358,842,2022-03-22
1514359,8,2022-02-04
1514359,739,2022-02-13
1514386,229,2022-09-04
1514599,37,2022-06-10
1514599,890,2022-06-10
1514942,667,2023-05-06
151499,291,2022-09-08
1515236,135,2022-03-17
1515236,292,2022-03-23
1515431,206,2022-06-05
1515431,509,2022-06-01
1515431,926,2022-05-26
1515448,898,2022-02-21
1515956,238,2022-01-28
15162,139,2022-01-22
1516267,809,2023-01-06
1516342,30,2022-01-29
151649,558,2022-01-12
1516524,332,2022-02-16
1516689,33,2022-03-16
1516689,400,2022-03-05
1516753,790,2022-04-01
1516782,532,2023-04-17
1516967,488,2022-02-15
1517186,610,2022-09-02
1517274,293,2023-01-07
1517403,709,2022-01-26
1517541,866,2022-03-10
1517766,752,2023-02-04
151783,3,2022-04-19
1518053,586,2023-04-15
1518142,694,2023-01-03
1518258,231,2022-01-18
1518378,647,2022-01-11
1518378,787,2022-01-15
1518453,468,2022-03-04
151846,376,2023-11-22
1518616,915,2022-10-27
1518928,966,2022-01-18
1519138,513,2022-03-01
1519358,47,2022-06-07
1519434,588,2023-05-06
1519436,213,2023-05-31
1519534,206,2022-09-08
151956,604,2022-09-24
151968,560,2022-08-06
1519711,752,2022-08-24
1519802,767,2022-04-21
1520287,254,2022-05-03
152032,423,2023-08-24
1520571,558,2022-11-07
1520591,483,2022-04-04
1520723,38,2022-02-02
1520921,379,2023-10-07
1521017,914,2022-05-02
1521154,510,2023-03-06
152116,661,2022-03-05
1521211,435,2022-11-16
1521286,541,2022-04-24
1521366,133,2023-03-07
1521461,287,2022-09-07
1521569,920,2023-03-05
15216,705,2022-08-31
1521754,792,2022-09-28
1521763,633,2022-02-01
1522009,416,2022-03-29
1522104,833,2022-05-08
1522294,534,2022-02-16
1522573,187,2022-01-17
1522617,665,2022-03-02
15227,607,2022-05-29
1522919,560,2022-07-15
1523253,597,2022-07-05
1523656,322,2022-04-24
1523746,930,2022-08-31
152383,722,2022-04-14
1523842,24,2022-12-15
1523852,425,2022-07-24
1523917,811,2022-06-17
1523991,26,2022-02-07
1524048,697,2023-03-25
1524063,549,2023-08-20
1524063,813,2023-08-10
1524154,326,2022-04-30
1524154,371,2022-04-29
1524353,391,2022-04-17
1524607,594,2023-03-22
1525207,237,2023-02-07
1525227,369,2023-02-02
1525372,125,2023-09-16
1525557,489,2022-01-07
1525616,278,2022-07-01
1525693,169,2022-09-22
1525777,362,2023-06-12
1525911,506,2022-01-03
1526003,430,2022-02-10
1526003,687,2022-02-09
1526358,315,2023-01-25
1526386,288,2022-01-22
1526752,767,2022-09-24
1526834,525,2022-04-29
152704,771,2022-11-16
1527403,284,2022-04-07
1527584,884,2022-03-05
1527807,3,2022-02-22
152783,401,2022-03-31
152783,413,2022-03-25
152783,432,2022-04-06
1528067,656,2022-01-11
1528437,400,2022-06-02
1528437,662,2022-05-27
1528489,373,2022-01-18
1528489,755,2022-01-19
1528489,855,2022-01-19
1528497,381,2022-07-05
152876,683,2022-01-30
1528783,528,2022-04-01
1528784,36,2023-08-04
1528853,271,2023-02-05
152888,827,2022-01-26
1528952,388,2023-02-18
1528952,708,2023-02-20
152903,797,2022-03-17
1529107,162,2022-11-24
1529338,628,2022-02-16
1529346,109,2022-01-21
1529394,15,2022-07-28
1529621,613,2022-12-13
1530154,965,2023-05-13
1530158,928,2022-11-09
1530248,240,2022-05-09
1530248,661,2022-05-04
1530248,930,2022-05-09
1530424,844,2022-10-26
1530751,318,2022-11-25
1530911,788,2022-03-15
1530956,360,2023-02-23
1531011,593,2022-10-30
1531106,200,2022-02-13
1531131,717,2022-02-27
1531151,60,2022-03-26
1531162,324,2023-03-17
1531201,472,2022-03-12
1531224,234,2022-01-24
1531279,48,2022-02-22
1531493,850,2023-07-08
1531524,823,2022-05-15
1531539,653,2022-06-09
1531876,234,2022-02-15
1531876,596,2022-02-02
1531886,2,2022-01-26
1531886,408,2022-01-21
1532063,841,2023-02-02
1532074,641,2022-03-28
1532102,489,2023-03-31
1532207,425,2022-05-13
1532279,113,2022-02-23
1532279,976,2022-02-16
1532643,729,2024-01-01
1532676,750,2022-04-28
1532687,567,2022-06-04
1532787,142,2022-03-01
1532883,743,2022-09-29
1532886,657,2022-04-09
1532932,399,2023-04-27
1532951,218,2023-02-19
1533226,968,2022-05-27
1533258,90,2022-05-11
1533638,295,2022-12-01
1533802,602,2022-04-30
153399,861,2022-01-28
1534246,184,2023-07-06
1534342,599,2022-01-22
1534364,99,2022-06-21
1534381,641,2022-02-16
1534381,658,2022-02-09
1534468,941,2022-07-29
1535049,513,2023-03-06
1535093,110,2022-02-26
153524,324,2022-06-18
153528,338,2022-03-26
153528,355,2022-03-13
1535504,696,2022-03-19
153611,577,2023-05-26
1536237,815,2022-01-20
1536318,453,2022-05-03
1536469,850,2022-07-13
1536553,907,2022-01-26
1536654,279,2022-03-25
1536721,841,2022-05-09
1536948,208,2022-04-05
1536958,855,2023-01-18
1537033,123,2023-10-10
1537039,937,2022-09-22
1537247,43,2022-01-29
1537247,304,2022-02-07
1537322,255,2022-07-04
1537402,931,2022-10-10
1537522,816,2022-02-19
1537531,954,2023-02-02
1537537,133,2023-11-07
1537581,688,2022-06-27
1537594,931,2022-01-19
1537798,838,2023-01-11
1537938,638,2022-04-05
1537959,312,2023-01-03
1538254,345,2023-01-19
1538256,364,2022-01-27
1538278,401,2023-05-01
1538569,586,2022-09-12
1538662,312,2022-02-28
1538751,512,2022-06-19
1538798,706,2022-03-29
1538798,874,2022-03-28
1538806,836,2022-04-08
1539019,884,2022-06-28
1539026,26,2022-07-20
1539062,577,2022-04-03
1539062,619,2022-04-12
1539132,662,2023-03-01
1539276,246,2023-02-20
1539451,384,2022-11-25
1539562,283,2022-10-14
1539644,72,2022-01-08
1539758,193,2022-03-20
1539799,51,2022-03-12
1539838,281,2023-03-19
1539866,602,2023-09-10
1540596,270,2022-11-30
1540603,639,2022-10-22
1540721,126,2022-01-08
1540743,418,2022-01-07
1541039,78,2023-01-14
1541039,448,2023-01-18
1541039,543,2023-01-22
1541039,556,2023-01-13
1541039,697,2023-01-15
1541308,740,2022-05-27
1541353,166,2022-07-27
1541407,509,2023-04-19
1541486,941,2023-01-20
1541544,721,2022-02-07
1541577,103,2022-03-07
1541702,196,2022-05-26
1541702,366,2022-05-19
1541852,2,2022-12-29
1541896,653,2022-04-12
1541896,939,2022-04-12
154197,100,2022-03-14
154197,410,2022-03-11
1542064,371,2022-07-15
1542192,14,2023-04-20
1542227,880,2022-03-29
1542517,11,2022-04-23
1542517,433,2022-04-20
1542518,91,2022-04-14
1542751,280,2023-12-19
1543168,575,2022-07-28
1543412,225,2022-02-08
1543519,56,2022-03-21
1543519,92,2022-03-14
1543519,717,2022-03-14
1543779,307,2022-02-12
1543779,471,2022-02-06
1543779,634,2022-02-05
1543779,761,2022-02-15
1544016,498,2022-05-02
1544121,728,2022-01-31
1544182,892,2022-11-28
1544506,23,2022-10-23
1544581,706,2022-02-05
1544704,962,2022-11-03
15449,601,2023-10-06
1544949,315,2022-01-15
1544967,118,2022-02-18
1544989,333,2022-05-14
1545004,278,2022-12-07
1545208,395,2023-06-06
1545284,543,2022-06-30
1545339,374,2022-01-24
154538,583,2022-03-26
1545471,608,2023-02-07
1545578,790,2022-07-28
1545594,79,2022-11-29
1545668,601,2022-01-25
1546037,323,2022-09-08
1546072,243,2023-02-05
1546231,30,2022-04-17
1546231,851,2022-04-07
1546351,352,2022-10-27
1546356,421,2023-04-20
1546438,538,2022-02-03
1546443,29,2022-01-12
1546513,604,2023-01-15
1546523,321,2023-05-02
154654,538,2022-11-25
1546584,129,2022-07-28
1546711,409,2022-07-14
1546762,722,2022-03-30
1546762,947,2022-03-24
1546799,709,2022-07-13
1547451,300,2022-05-21
1547468,503,2022-05-22
1547724,383,2023-02-26
1547756,740,2022-08-28
1547996,28,2023-05-22
1548043,696,2022-07-20
1548163,655,2023-04-28
1548221,976,2022-09-26
1548227,591,2022-09-03
15483,351,2022-07-25
1548303,828,2022-03-09
1548359,665,2022-03-06
1548479,494,2023-03-25
1548757,143,2022-06-26
1548757,700,2022-07-10
1548796,103,2022-03-02
1548796,617,2022-02-27
154888,212,2022-10-25
1548884,657,2023-07-11
1549109,175,2022-10-12
1549166,700,2022-01-23
1549253,63,2022-09-02
1549297,615,2022-01-22
1549449,152,2022-10-06
1549656,393,2022-05-14
1549816,347,2022-05-13
1549897,274,2022-07-30
1550079,633,2022-02-17
1550227,374,2022-01-16
1550568,132,2022-08-19
1550572,435,2022-07-29
1550619,873,2023-06-15
1550846,316,2022-01-29
155101,820,2023-08-26
1551201,539,2022-03-05
1551539,889,2023-03-30
155159,760,2022-04-23
1551683,804,2023-03-25
1551774,650,2022-01-15
1551892,186,2023-01-15
1551911,668,2022-03-03
1552129,667,2022-01-02
155214,630,2022-04-29
1552248,349,2022-05-14
155227,40,2023-05-01
1552401,954,2022-10-08
1552402,481,2022-04-30
1552442,385,2023-11-06
1552486,599,2022-08-12
1552796,870,2022-02-07
1552827,837,2022-12-06
1552843,651,2022-09-27
1553086,312,2023-06-01
1553403,460,2023-06-04
1553697,397,2022-10-30
1553927,279,2023-08-29
1554036,864,2022-02-27
1554814,535,2022-09-11
1554899,163,2022-04-09
1554899,474,2022-04-15
1554899,671,2022-04-07
1554917,215,2022-02-16
1555452,80,2022-03-10
1555463,102,2022-03-25
1555634,501,2023-05-05
1555677,641,2023-01-17
1555829,793,2022-07-04
1555868,340,2022-02-03
1555908,175,2022-03-05
1555918,37,2022-07-31
1556042,867,2022-03-29
1556047,253,2022-07-27
1556047,540,2022-07-24
1556048,621,2022-07-06
155616,102,2022-11-29
1556351,716,2022-10-23
1556529,600,2022-02-01
1556673,454,2023-10-30
1556679,507,2023-05-05
1556718,636,2023-09-13
1556757,174,2022-05-03
1556772,44,2022-07-24
1556803,210,2022-09-22
1556864,754,2022-05-02
1556957,249,2022-07-16
1557019,647,2023-03-09
1557048,630,2022-06-01
1557318,35,2022-08-23
1557318,439,2022-08-09
1557457,445,2023-12-29
155747,107,2022-08-05
1557486,789,2023-03-20
1557519,389,2022-01-17
1557617,46,2022-03-04
1557617,720,2022-02-27
1557618,369,2023-05-27
1557743,106,2023-01-24
1557766,606,2023-03-04
1557851,176,2023-10-19
1557871,231,2022-06-01
1557923,839,2022-01-18
1558379,179,2022-06-18
1558427,436,2022-01-20
1558754,622,2022-04-22
1558813,409,2022-03-14
155906,472,2022-07-17
1559073,107,2022-06-16
1559086,600,2022-03-04
1559109,635,2022-03-28
1559127,54,2023-03-12
1559188,531,2022-01-21
1559321,276,2022-09-14
1559321,876,2022-09-15
1559364,254,2023-01-13
1559438,903,2022-04-08
1559466,128,2022-11-18
1559496,643,2022-01-29
1559767,18,2022-11-11
1559776,194,2023-01-17
1560006,267,2023-08-08
1560112,546,2023-01-27
1560449,600,2022-06-26
156063,200,2022-02-09
1560926,558,2022-03-13
1560926,840,2022-03-08
1561011,396,2022-06-26
1561114,897,2022-01-14
1561747,501,2023-05-13
1561946,960,2022-06-25
1562443,837,2022-02-16
156254,581,2022-12-27
1562824,844,2022-11-17
1563093,601,2022-04-20
1563163,49,2022-03-04
1563193,137,2022-10-28
1563197,476,2023-02-24
1563362,481,2022-07-25
1563763,212,2022-02-06
1563763,251,2022-02-09
1563828,655,2023-04-25
1563879,766,2022-03-31
1563998,859,2022-11-14
1564108,77,2022-01-19
1564108,238,2022-01-13
1564289,489,2022-01-17
1564394,70,2023-12-21
1564398,265,2023-01-04
15644,841,2022-03-14
1564468,934,2022-01-27
1564622,509,2022-06-02
1564914,916,2022-01-13
1564941,871,2022-12-12
1564957,634,2023-04-02
1565329,802,2022-11-05
1565409,172,2023-06-08
156558,293,2023-01-16
1565633,83,2022-07-09
1565827,977,2023-01-04
1565961,18,2022-01-21
1565961,768,2022-01-12
1565991,149,2022-12-26
1566047,790,2022-04-17
1566174,362,2022-04-15
1566181,82,2022-05-15
1566503,933,2022-08-20
1566514,180,2022-07-05
1566689,472,2022-02-14
1566689,489,2022-02-21
1566851,332,2022-08-14
1566894,26,2023-02-23
1566906,703,2023-04-30
1567093,388,2022-02-06
1567109,95,2022-11-05
1567239,37,2022-02-15
1567248,882,2022-01-19
1567267,298,2023-04-05
1567329,371,2022-05-10
1567403,343,2022-05-13
1567556,970,2022-07-27
1567699,746,2022-04-23
156781,809,2022-03-25
156792,307,2023-01-16
1567982,479,2022-02-22
1568008,595,2022-07-10
1568114,599,2022-01-12
1568124,298,2022-07-17
1568218,713,2022-04-24
1568342,36,2022-11-27
1568353,589,2022-02-04
156873,237,2023-11-06
1568759,904,2022-04-22
1568768,403,2022-12-31
1568881,110,2022-02-26
1569058,860,2022-08-05
1569203,140,2022-11-18
1569242,944,2022-01-29
1569259,784,2023-05-22
156954,580,2022-10-13
1569574,863,2022-06-16
1569644,201,2023-05-01
1569738,91,2022-04-22
1569763,368,2022-05-02
1570187,882,2022-10-09
1570231,461,2023-08-30
1570703,833,2022-04-03
15709,145,2022-06-19
1571317,421,2022-07-17
1571319,586,2022-08-15
1571442,870,2023-04-11
157208,599,2023-09-29
1572256,82,2022-03-02
1572407,741,2022-07-24
1572411,279,2022-02-21
1572411,388,2022-02-20
1572448,522,2022-10-14
157266,136,2023-03-02
1572662,21,2022-03-14
1572789,272,2022-10-12
1572821,769,2023-09-23
1572881,210,2022-08-28
1572881,216,2022-08-30
1572943,283,2022-04-09
1572972,713,2022-05-08
1573058,377,2022-03-31
1573467,619,2022-03-23
1573486,553,2022-05-01
1573529,862,2022-06-22
1573544,112,2023-02-19
1573583,36,2023-06-01
1573727,256,2022-05-16
1573728,843,2022-03-27
1573764,446,2022-05-18
1574376,456,2022-01-27
1574457,352,2022-02-09
1574484,209,2022-04-12
1574484,546,2022-04-03
1574636,200,2023-05-31
1574778,560,2022-01-05
1575148,897,2022-01-24
1575229,165,2022-05-09
1575273,890,2022-02-15
1575293,201,2022-11-20
1575293,332,2022-11-13
1575297,973,2022-09-01
1575381,406,2023-01-30
1575808,271,2022-02-03
1575922,217,2022-10-01
1576006,485,2022-12-09
157602,34,2022-02-02
1576126,346,2022-06-28
1576404,14,2022-02-04
157641,378,2022-01-16
1576457,519,2022-02-12
1576732,773,2022-02-03
1576751,254,2022-01-09
1576933,661,2022-06-14
1577089,180,2022-09-06
1577128,149,2023-01-04
1577166,34,2022-05-18
1577166,978,2022-05-11
157724,196,2022-10-29
157724,864,2022-10-19
1577249,123,2022-04-03
1577287,519,2022-01-29
1577318,360,2022-01-16
1577318,793,2022-01-28
1577457,414,2022-12-17
1577559,222,2023-06-17
157763,288,2022-03-14
1577951,868,2022-06-17
1578058,145,2022-05-09
1578358,77,2022-01-17
1578454,379,2022-04-05
1578454,797,2022-04-02
1578693,55,2022-08-18
1578856,111,2022-12-14
1578906,318,2022-08-07
1579151,685,2022-04-23
1579204,660,2022-08-31
1579386,406,2023-02-03
1579454,823,2023-06-10
1579607,795,2023-10-15
1579854,709,2023-03-08
1579884,766,2022-08-30
1579886,565,2022-05-25
158008,153,2022-06-26
158008,577,2022-06-30
1580191,657,2023-02-08
1580232,242,2022-01-24
1580232,562,2022-01-23
1580288,850,2022-02-07
1580424,352,2022-12-26
1580514,474,2022-07-15
158122,962,2022-04-19
158144,623,2023-12-13
158172,744,2022-05-07
1581886,425,2023-10-23
158217,845,2022-02-20
1582177,229,2022-07-30
1582611,564,2022-01-19
1582684,72,2022-04-21
1582747,671,2022-03-25
1582826,520,2022-05-07
1582842,517,2022-03-08
1582931,666,2022-03-29
1583063,602,2022-08-05
1583124,52,2022-09-27
1583143,584,2022-03-28
1583272,816,2022-02-08
1583591,575,2023-03-30
1583843,100,2022-03-13
1583843,230,2022-03-07
1583853,942,2022-10-13
1583921,697,2022-12-09
1584014,108,2022-10-28
1584082,257,2022-12-09
1584083,595,2022-01-26
158422,282,2023-11-11
1584356,559,2023-01-03
1584694,72,2023-06-30
1584737,200,2022-09-10
1584744,218,2022-05-22
1584897,860,2023-03-11
1585213,828,2023-02-11
158541,802,2022-03-02
1585603,230,2022-06-15
1585659,418,2022-10-12
1585768,607,2023-02-15
1585847,591,2022-01-22
1585873,860,2022-04-29
1585873,944,2022-04-18
1585918,464,2022-01-09
1585918,877,2022-01-11
158592,472,2023-02-09
1585949,746,2023-09-02
1585977,457,2022-08-14
1586067,267,2022-10-01
1586239,869,2022-08-04
15864,337,2022-02-09
158643,217,2022-10-23
158643,639,2022-10-09
1586489,177,2022-10-11
1586566,487,2022-09-08
1586569,27,2023-06-07
1586853,111,2022-08-26
1586934,600,2022-06-06
1587133,353,2023-11-11
1587242,259,2022-07-27
1587453,569,2022-01-17
1587453,578,2022-01-21
1587498,323,2023-01-29
1587499,403,2022-12-20
1587657,66,2022-05-09
1588233,279,2022-04-29
1588428,61,2022-03-10
1588488,144,2022-01-22
1588593,522,2022-08-27
1588629,202,2022-04-03
1588629,851,2022-04-04
1588784,660,2022-06-28
158899,36,2023-10-30
1589134,166,2022-03-16
1589134,514,2022-03-22
1589154,320,2023-07-26
1589288,346,2022-01-27
1589647,843,2022-03-08
1589678,227,2022-09-24
1589678,338,2022-09-17
1589834,158,2022-04-11
1590066,672,2022-04-22
1590091,475,2022-07-28
1590519,495,2022-01-03
159069,374,2022-07-12
1590977,780,2022-02-07
1591061,623,2022-10-06
1591201,201,2022-05-17
1591201,278,2022-05-12
1591201,311,2022-05-06
1591201,352,2022-05-12
1591304,724,2023-02-17
1591566,379,2022-07-01
159176,661,2022-01-15
159177,155,2022-03-25
1591941,840,2022-02-23
1591941,847,2022-02-25
1592251,91,2022-06-13
1592251,900,2022-06-10
1592342,147,2022-04-03
1592342,419,2022-04-14
1592372,351,2022-06-03
1592548,957,2022-10-30
1592627,273,2022-03-09
1592742,384,2023-02-16
1592964,813,2023-02-25
1593297,206,2022-02-01
1593341,580,2022-01-17
1593414,374,2022-09-21
1593613,724,2022-01-11
1593614,576,2022-03-14
1593616,637,2023-05-25
1593707,303,2022-03-06
1593759,481,2022-09-04
1593777,896,2022-05-09
1593916,469,2022-02-25
1594008,550,2022-03-30
1594523,355,2022-08-13
1594527,778,2022-06-24
1595073,834,2022-12-10
1595168,503,2022-05-09
1595373,195,2023-09-28
1595382,726,2022-04-19
1595543,78,2022-05-23
1595543,463,2022-05-26
159558,395,2023-10-25
1595603,472,2022-03-11
159567,421,2022-01-11
1595807,43,2022-02-07
1595882,56,2022-10-27
1596372,210,2022-04-08
1596461,453,2022-01-23
1596616,825,2023-06-16
1596662,905,2022-07-31
1596699,676,2022-05-17
1596714,485,2022-02-21
1596869,776,2022-12-23
1596901,595,2022-01-12
1596919,617,2023-05-21
1597058,778,2022-03-15
1597172,225,2022-12-16
159737,872,2022-01-27
159753,548,2023-08-06
1597554,173,2022-02-06
1597554,181,2022-01-28
1597554,629,2022-01-26
1597692,456,2023-01-16
1597892,781,2023-03-17
1597946,970,2022-03-26
1598032,608,2022-07-06
1598149,345,2022-06-03
1598192,130,2023-03-10
1598238,543,2022-06-05
1598492,877,2022-02-28
1598586,690,2022-08-11
1598716,759,2022-03-08
1598729,454,2023-01-27
1598729,585,2023-01-27
159886,425,2022-01-11
1599271,654,2022-03-21
1599302,349,2022-11-18
1599339,597,2023-07-07
1599346,595,2022-11-22
1599423,970,2022-01-15
159953,431,2022-05-25
1599631,865,2022-01-08
1599749,852,2022-02-06
1599961,731,2023-02-12
1599993,685,2023-05-15
1600129,605,2022-01-18
1600166,49,2022-01-06
1600166,122,2022-01-17
1600166,160,2022-01-09
1600166,392,2022-01-16
1600199,823,2023-07-15
1600304,954,2022-04-24
1600354,350,2022-12-31
1600471,688,2022-05-02
1600591,225,2022-02-06
1600594,149,2022-03-15
1600958,807,2022-03-25
1601108,549,2022-03-28
1601119,925,2023-02-03
1601159,180,2022-09-18
1601183,369,2023-05-19
1601417,743,2022-10-18
160196,581,2022-06-22
160196,921,2022-06-16
1602047,657,2023-10-23
1602361,483,2022-03-04
1602383,750,2023-12-13
1602937,840,2022-05-25
1603396,880,2022-12-18
1603396,962,2022-12-14
1603427,319,2022-12-25
1603467,805,2022-04-26
1603524,268,2022-08-02
1603524,635,2022-08-03
1603524,690,2022-08-07
1603609,28,2022-03-11
1603701,125,2022-03-22
1603701,317,2022-03-25
160376,206,2023-02-05
1603881,21,2022-12-29
160402,430,2022-11-01
1604124,906,2023-03-20
1604134,451,2023-06-30
160421,65,2022-08-04
1604217,227,2022-02-25
1604217,777,2022-02-24
1604266,883,2023-11-16
1604407,8,2023-03-04
1604407,343,2023-03-01
1604551,939,2022-11-21
160459,583,2022-04-17
160459,795,2022-04-05
1604602,327,2022-06-11
1604629,262,2023-11-05
1604716,316,2022-07-19
1604998,380,2022-01-22
1604998,672,2022-01-17
1605138,442,2022-07-09
16053,90,2022-06-18
1605431,508,2022-08-08
1605517,155,2023-09-23
1605692,917,2023-12-06
1605728,713,2022-01-24
1605728,915,2022-01-31
1605801,152,2022-05-25
1605803,677,2023-03-13
1605839,362,2023-09-02
1605841,203,2022-09-23
1605913,97,2022-10-10
1606138,161,2023-08-04
160621,582,2023-12-01
1606263,582,2023-01-19
1606743,850,2022-07-29
1607169,392,2022-04-16
1607282,556,2022-09-26
1607477,339,2022-04-05
1607552,207,2022-06-18
1607559,17,2022-11-02
1607559,522,2022-10-26
1607559,560,2022-10-26
1607637,190,2023-07-27
1607787,4,2022-06-26
1607787,464,2022-07-07
1607873,796,2023-11-27
1608062,373,2022-03-30
1608186,907,2022-09-09
1608472,927,2022-03-07
1608783,372,2023-02-10
1608824,133,2023-08-31
1608892,382,2022-10-30
1608901,134,2022-09-06
1609077,117,2023-09-05
160911,801,2022-06-11
1609151,462,2022-01-31
1609164,574,2022-02-15
1609291,820,2022-12-14
1609401,591,2022-03-08
1609493,598,2022-12-30
1609647,873,2022-10-14
1609696,889,2022-10-22
1609811,441,2022-11-02
1609994,29,2022-06-05
1609994,239,2022-06-06
161006,525,2022-04-29
1610752,591,2023-07-18
1610854,842,2022-08-06
1610936,597,2023-06-11
1610992,373,2022-05-22
1611054,634,2022-05-21
1611423,611,2022-11-10
1611544,237,2022-02-21
161158,459,2022-05-14
1611582,615,2023-05-25
1611708,808,2022-06-28
1611789,642,2022-07-08
1611829,546,2022-03-17
1612079,926,2022-01-26
1612253,710,2023-06-08
1612256,484,2022-06-23
1612467,659,2023-03-22
1612481,255,2023-07-11
1612482,471,2022-01-13
1612506,355,2022-11-02
1612637,669,2022-04-12
1612653,121,2023-08-14
1612698,688,2024-01-07
1612869,451,2023-12-03
1613132,956,2022-07-14
1613176,209,2023-08-09
161323,144,2022-02-26
161323,322,2022-02-20
1613317,293,2022-07-02
161344,623,2022-09-15
1613544,352,2022-05-19
1613544,846,2022-05-27
1613571,268,2022-02-22
1613571,397,2022-02-22
1613602,643,2022-06-21
1613673,793,2022-11-07
161378,960,2022-09-09
1613816,771,2022-03-26
1614059,400,2022-07-08
1614121,888,2022-10-30
1614336,541,2022-11-30
1614723,231,2023-05-25
1614808,975,2022-09-08
1614873,456,2022-01-15
1614887,414,2022-10-10
1615071,521,2023-06-27
1615097,647,2022-05-10
1615264,486,2022-03-03
1615397,460,2022-02-23
1615449,908,2023-07-10
1615941,716,2022-12-02
1615967,237,2022-02-15
1615967,429,2022-02-24
